Title,Price,Sold,Reviews,Condition,Mounting & Moving,Country/Region of Manufacture,Heating System,UPC,EAN,Power Source,Color,Number of Heat Settings,MPN,Material,Brand,Type,Control Style,Model,Features,Mounting Location,Item Width,Power,Colour,Room,Item Length,Item Depth,Heating Element Format,Voltage,Area Covered,Year Manufactured,BTU Heating Rating,Timer Control,Air Direction,Smart Home Protocol,Operating Sound Rating,Cool Fan Setting,Location,Recommended Environment,Type 1,Custom Bundle,Heating Element Material,Power (W),Design,Voltage Supply,Bundle Listing,Heating Technology,Energy Efficiency Rating,Unit Type,Energy Star,Tank Capacity,Energy Efficiency Ratio (EER),EC Range,Application,Annual Fuel Utilization Efficiency (AFUE),Size,Wattage,ISBN,Non-Domestic Product,Modified Item,Heater Type,Cable Length,Width,Heater Style,Height,Style,Smart Home Compatibility,Manufacturer Warranty,Country of Origin,Product Name,Temperature,Cover material,Lead wire,Perfermance 1,Perfermance 2,Bundle Description,Number of Cool Speeds,Tonnage,style,Manufacturer Part Number,Manufacturer,Item Height,Item Weight,Prop65_fl,Prop65Warning,ProductType,Country of Manufacture,Product Type,Instructions Included,Shape,Refrigerant,Compatible Model,Current Rating,Country Of Origin,Package Contents,Voltage:,Power ：,Product color:,Power supply:,Packing:,Number of Items,Use,Certification,Electric Heater Type,Heating Element,Installation,Origin,Contents of the package,Application Area,Rotating Speed,Timing Function,(Remote control) Battery,Volatage,Wire Length,Applications 2,Applications 3,Function 1,Function 2,Heating Method,Item Dimensions LxWxH,Region Code,Item model number,Package Dimensions,Heat Output,Weight,Heater,Finish,Manufacturer Color,Collection,Category,California Prop. 65 Warning,Color:,Power:,Application area:,Compressor Type,Personal Heater,Heating Wattage,Recommended Location,Plug Type,Applicable Area,Programmable Timer,Air Volume,Idle Speed of Fan,Frequency,Part Number,Batteries Required?,Item Package Quantity,Product Dimensions,Warranty Description,Batteries Included?,Number Of Pieces,Is Discontinued By Manufacturer,Included Components,Energy Rating,Stock #,KeroHeat Wick,Redstone RS-110 Wick,Compatible Product,Feature,HeatMate CTN110 Wick,Measurement (Approximate),Title,Annual Fuel Utilization Efficiency,Energy Efficiency Ratio,Key Word 2,Key Word 3,Key Word 4,Max. Power (kW),Dimension(L*W*H),Insulation,Heating BTU,Name,Power Cord Length,Product Power,Fit For,Handling Time,Shipping,Satisfaction,Customer Service,International Shipping,Returns,Note,Model Number,Number Of Speed Settings,Area Heated,Voltage (v),Function,Sku,Temperature Range,Timing Time,Wind Speed,Package,Quality,Positive,Ships From,Made in,payment,Overall Length (In.),Overall Length,Terminals,Sheath Material,NumberOfItems,Slotted Hole Width,Mounting Dimension,Watts,Screw Size,Max. Sheath Temp.,Mounting Type,Watt Density,Phase,Slotted Hole Length,Quantity,Room Coverage Area,Item name,Control,Christmas gift,Ceramic Heating Element,Plugs,Heater electrics,Voltage (V),Mini Warmer,Warm air mcahine,Fan Heater,Suitable for,Winter warm items,Brand Name,Heater For Home,Wall heater,Home Heater,Number of Speed Settings,Winter Hand Warmer,Air Blower,SHIPPING,RETURN,ITEM LOCATION,International buyers,Tube Length
"NEW PP200 HA1000 Hot Surface Ignitor Desa, Master Heater,Reddy, Sears, Remington",31.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,PP200  HA1000,,Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hyco Tubular Heaters 45W, 80W, 135W, 180W, Clips, Guards, Plug-in Thermostat ",6.5,266 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Immediate Area,,,Electric,,1,,Steel,Hyco,Tubular Heater,Plug In,Sahara,,"Floor, Wall",,,White,,,,,240 V,,,,,,,,,"Greenhouse, Kennel, Shed, Caravan, Garage, Greenhouse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraffin Heater Cold Frame Greenhouse Frost Oil Burner Lamp Single Wick Apollo,24.17,119 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,7426984579838,Kerosone,,,Does Not Apply,Metal,Apollo,,Rotary Knob,,Mini,Garage,,,Silver,"Garage, Patio",,,,,,,,,,,,,,Indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12V/24V/110V/220V 2PCS PTC Heating Element Air Heating Sensor Hair Dryer Heater,22.07,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,Does not apply,Ceramics,Unbranded,PTC thermistor,,1,,,,,,,,,,12 V,,,,,,,,,,,PTC thermistor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portable Electric Heaters 220V Mini Home Heater Fan Room Warmer 200W Fast Heat,25.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,China,Forced Air/Fan,,,"Electric, Fan","Black, Pink, Sky blue",,Does not apply,"iron, Quartz tube",Unbranded,Portable Heater,Switch,,"Adjustable Thermostat, Auto Shut-off","Cabinet, Desk/Tabletop, Floor, Wall",,200W,,,,,Tubular Heater,220 V,201-250 sq ft,2021,,,1-Way,,,,,,,No,Carbon Fiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portable Camping Stove Heater Stainless Steel Outdoor Tent Heating Warmer ,30.09,Last item available, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,Silver,,,Steel,Unbranded,Portable Heater,,,,,,,,,,,,,,,,,,,,,,,,,Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW ProFusion Heat Ceramic Heater with Thermostat FH131,35.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,Black,,,Ceramic,ProFusion Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hylite Ecoheaters 1ft 45W, 2ft 80W, 3ft 135W, 4ft 180W, 5ft 225W, 6ft 270W ",15.1,150 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Immediate Area,,,Electric,,1,,Steel,Hylite Ecoheaters,Tubular Heater,Plug In,Hylite Ecoheaters,,"Floor, Wall",,,White,,,,,240 V,,,,,,,,,"Greenhouse, Kennel, Shed, Caravan, Garage, Greenhouse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honeywell 360 Degree Surround Heat BLACK Heater Electric 1500W Portable,31.00, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,092926493608,,Electric,Black,,HHF360VWM,,Honeywell,Portable Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"100X120mm 10W 12V KEENOVO Silicone Pad Honey BeeHive Warmer Heater,w/ 50C T-stat",24.08,37 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,603629513892,,,,K10001200010012T50,,KEENOVO,,,,,,,,,,,,,,,,,,,,,,,,,,,10W 12V,Custom Design Welcome,Advise if you need 110V or 220V. 12V by default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hylite Slimline Ecoheater 300mm, 500mm, 750mm, 1000mm, 1500mm",19.5,89 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Immediate Area,,,Electric,,1,,Steel,Hylite Slimline Ecoheaters,Tubular Heater,Plug In,Hylite Ecoheaters,,"Floor, Wall",,,White,,,,,230 V,,,,,,,,,"Greenhouse, Kennel, Shed, Caravan, Garage, Greenhouse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SunWay Infrared Heater Panel Built in Thermostat Wall Mounted or Free Standing,24.99,80 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,Electric,,,Does Not Apply,Metal,Sunway,Infrared,,SWRE,"Overheat Protection, Wall-Mountable, Portable, Thermostat, Timer","Garage, Wall",,,White,Bedroom,,,,230 V,,,,,,Infrared,,,,,,,,400-1000W,,,Yes,Infrared,A++,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Handy Heater HEATP-MC1 350W Heatwave Electric Ceramic Parabolic Space Heater,35.0, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,,"Radiant, Convection",0735541181207,,Electric,Black,2,HEATP-MC1,Ceramic,Handy Heater,Portable Heater,,HEATP-MC1,Auto Shut-off,,,350 W,,,,,,,201-250 sq ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceramic Heater Plate 230V 250W 60x60MM Universal White Square Infrared Board,,Free shipping and returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,China,Other,Does not apply,,Electric,White,Standard,6585057689,Ceramic,Unbranded,Electric Water Heater Parts,Other,6585057669,Durable,Other,Standard,230v 250W,,,Standard,Standard,Other,230v,Other,,Other,,,,Other,,,,,,Other,,,,,,,,A,Standard,Standard,A - G,Ceramic heater Plate,Other,60mm*60mm,250w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Heater Quartz Radiant 3 Heat Settings w/ Overheat Protection White New,,5 watchers, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Radiant,750545106568,Does not apply,Electric,White,,Does not apply,,Pelonis Technologies,Radiant Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Genuine Corona Kerosene Kero Heater Wick- For SX Models-B21,B21A, B22A, B2412Y,",42.0,257 sold, ,New,,,,9328828000233,,Kerosene,,,6x,,Corona,Wick,,Corona SX,,,,,White,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,No,Indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr Heater F278527 Pilot Assembly For Big Buddy,34.55,30-day returns,"['Gave $45 for a used Big Buddy heater and the pilot would not stay lit so I ordered this pilot assembly and installed it myself. This new assembly fixed my heater, works as good as new.', 'It has my big buddy working right again, so it makes me happy that it does.', 'It was the problem and it fixed my heater. the part was just as the original.', 'we need to get our big buddy portable heater fixed and this is what solved the problem', 'Big buddy pilot wouldn’t stay on, replaced this part and the heater runs like new', 'new replacement part at lowest price', 'A little tricky to get the heater apart -but this worked great.', 'Heater would not stay lit. Replaced this part and it works great!', 'Fixed it']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,0089301785274,0089301785274,,,2,F278527,,Mr. Heater,Pilot Assembly,,,,,,,,,,,,,,2012,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brentwood H-C350W Personal 350-Watt Plug-In Wall Outlet Space Heater,34.89, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Forced Air/Fan,812330020197,,Electric,White,See Description,H-C350W,Ceramic,Brentwood,Outlet Heater,Digital,H-C350W,See Description,Wall,See Description,301-400 W,,,See Description,See Description,See Description,120 V,See Description,,See Description,,,,See Description,,,,,,See Description,,,,,,,,C,See Description,See Description,A - G,,See Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portable Heater Electric Fan Space Heater Household Mini Wall Heating  Warmer ,35.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Forced Air/Fan,,,"Electric, Fan",,Variable,,Ceramic,LISM,Portable Heater,"Analog/Mechanical, Dial, Push Button, Remote Control, Touch",500W,,Wall,,301-400 W,,,,,Coil,,,,2000-2999 BTU,,,,11-20 dB,,,,,,,,,,,,,,A+++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wiland 2500W Ceramic Space Heater With Humidifier Thermostat 12H Timer Over Tip,25.0,All net proceeds go to charity, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,Does Not Apply,Electric,,2,,Ceramic,Wiland,Portable Heater,"Push Button, Switch",XD-1928,Timer,"Desk/Tabletop, Floor",19 cm,2500W,White,,19 cm,,,220V,,,,,,,,,,,,,,,,,,,,,,1 Litre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portable Outdoor Gas Heater Mini Heating Cover Winter Camping Space Heater Stove,,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,China,,,,Gas,Silver,2,Does not apply,Iron + stainless steel,Unbranded,Radiant Heater,,,Mini,,,,,,,,,,,,,,,,,,,Indoor/Outdoor,,,,,,,,Radiant,,,,,,,,,,,,,,,,15cm,Radiator,14cm,Modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abs Mini 500W Black Ceramic Electric Heater Home Office Heating Fan Small Quiet,32.29,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,China,Ceramic heating,,,Electric,Black/pink,,,Anti-flaming ABS Materials,Unbranded,Baseboard Heater,Switch,,,"Desk/Tabletop, Floor",75mm,,,,100mm,,,220 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LifeTime Del-rain Disk Disc Furnace Ceramic Heater 1500 Watt Model LT101a 120v,34.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,,Furnace,,,,,,,Ceramic,Pelonis,,,,,,,,,,,,,120 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goldair Electric Fan Heater Up White 2000W Portable Thermostat Room Floor Table,45.0,30-day returns, ,New,,,Forced Air/Fan,9420014231718,,"Electric, Fan",,2,GFH260,,Goldair,Portable Heater,"Dial, Rotary Knob",GFH260,"Thermostat, Cool Fan Setting, Auto Shut-off","Desk/Tabletop, Floor",,1501-2000 W,White,,,,,240 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dreo 24"" Tower Portable Ceramic Space Heater - Black",, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,,Forced Air/Fan,0860006518189,,Electric,Black,3,DR-SH001,"Ceramic, Steel",Dreo,Portable Heater,"Remote Control, Touch, Analog/Mechanical",,"Auto Shut-off, Oscillation","Floor, Desk/Tabletop",,1500 W,,,,,,,,,Less Than 2000 BTU,,,,,,,,,,Ceramic,,,,,,,,,,3 or Less,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baseboarders Heater Cover Right Side End Cap Baseboard Basic Series Steel White,33.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,0080687031900,0080687031900,,,,EC004-RT,,Baseboarders,,,EC004-RT,,,,,,,,,,,,,,,,Varies Smart Home Protocol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Varies Smart Home Compatibility,Varies Manufacturer Warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Best Comfort 1500-Watt 120-Volt Milkhouse Heater 6201,32.12,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,China,Forced Air/Fan,009326453330,0009326453330,Electric,Gray,1,6201,,Patton,heaters,"Rotary Knob, Switch, Analog/Mechanical, Push Button, Dial",Patton PUH680,,"Floor, Desk/Tabletop",8.500,,,,11.000,,Coil,,100 sq ft or Less,1999,10000-10999 BTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 ft,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
