Title,Price,Sold,Reviews,Condition,Heating Element Format,Model,Country/Region of Manufacture,Custom Bundle,Item Depth,Item Width,Smart Home Compatibility,Material,Energy Star,Tank Capacity,Power Source,Type,Features,Smart Home Protocol,Timer Control,Color,Year Manufactured,Operating Sound Rating,Energy Efficiency Ratio (EER),Mounting Location,Item Length,Number of Heat Settings,Area Covered,Power,BTU Heating Rating,Brand,Manufacturer Warranty,Control Style,Heating Element Material,EC Range,Heating System,Annual Fuel Utilization Efficiency (AFUE),Voltage,UPC,Type 1,MPN,Colour,Size,Air Direction,Cable Length,Weight,Product Name,Temperature,Wire Length,Applications 2,Applications 3,Function 1,Function 2,Origin,Perfermance 2,Application,Cover material,Lead wire,Perfermance 1,Number of Cool Speeds,Compressor Type,Compatible Brand,Compatible Model,Department,Final Product,Item Height,Manufacturer Part Number,Product,ISBN,EAN,Tonnage,Bundle Listing,Mounting Hole Distance,Mounting Hole Size,Product Size,Product Weight,Rated Power,Rated Voltage,Wire length,Bracket size,Suction cup length,Location,Current Rating,Package Contents,Temperature Tolerance,Heat Material,Range,Shell Material,Wire  Length,Wire width x thickness,Perfermance,Country of Manufacture,Object Type,Height,Handmade,Product Type,Modified Item,SKU,Recommended Environment,Control Type,Energy Rating,Normal temperature resistance,Country of Origin,Gear position,Timer,Temperature setting,Modes,Dimension,Net Weight,Gross Weight,Cooling Method,Manufacturer,Item Weight,Prop65_fl,Prop65Warning,Style,Heating Wattage,Recommended Location,Heater Style,Personal Heater,Energy Efficiency Rating,Operation Method,Mounting Hole Distance:,Cooling System,Corrugation Length,Heating material,Annual Fuel Utilization Efficiency,Energy Efficiency Ratio,Key Word,Key Word 2,Key Word 3,Key Word 4,UPC/GTIN Code,Mor Electric Heating SKU,Refrigerant,Rod Size,Wire Material,Wire Sleeve Material,Lead Length,Rod Material,Plug,Wind Mode,Unit Type,Plug Type,Diameter of installation hole,Distance of installation hole,Product dimension,Rated power,Suitable room,Working voltage of fan,Bundle Description,Function3,Function4,Function5,Function6,Function7,Function8,Power Mode,Volume,Certification,Colors,Function,Function1,Function2,Finish,Category,Candle Power,Fuel Type,Shank Length,Units Per Consumer Unit,Chain Length Size,Shackle Diameter,Fluid Ounces,Breaking Strength,Shackle Clearance,Assembled Product Weight,Maximum Temperature,Count,PPU Quantity of Units,Cold Crank Amp,Filter Life,Price Per Unit UOM,Power Type,Beam Spread,Items Included,Home Decor Style,Product Identifiers,Dimensions,Reserve Capacity,Maximum Motor Speed,Receiver Compatibility,Rated Load Capacity,Count Per Pack,Amps,Drop Distance,Theme,Rated power:,Certification:,Applicable Area,Programmable Timer,Air Volume,Idle Speed of Fan,Display Screen,Set Temp,Frequency,Heater Type,Non-Domestic Product,Hole Diameter,Dimension(L*W*H),Insulation,Use,Area Heated
Handy Heater | Plug-In Personal Heater | Compact Design | Quick and Easy,24.97, ,"['I purchased this heater for a very specific purpose. I needed a small heater to dry out a wood window sill for a window located in a bathroom shower (long story). This heater satisfied all of my requirements which included: small enough to fit in the space between the storm window and double hung window, generate enough heat to dry the space without over heating, have a thermostat, and operate continuously for a prolonged period of time. I have not had any problems operating this unit on a heavy duty extension cord (not recommended in instructions). This unit will automatically turn on and off as it reaches the temperature you set for the unit. It produces just enough heat to satisfy my need. Criticisms regarding the 12 hour time limit can be resolved by plugging this unit into a timer. When the power is shut off and then back on, the unit will run again for 12 hours intervals solving the problem of having to be present to restart the unit. This unit must be suspended to prevent blockage of the air intake located on the bottom of the heater.', ""Quality feels good, not cheap. Plug rotation feature is secure and not wobbly or junky at all. Heater pulls 297 watts when running, but pulls ~750 watts for about 30 seconds when you turn it on from cold. This is a powerful little heater, you would not want to put your hand directly in front of it for very long. Definitely enough to heat a very small space like a car, or heat up a small room which isn't quite warm enough. Has a thermostat which works well. The heater will run the fan for a bit and cycle down just as it should. It has a red LED which always stays on and give the impression of a hot surface so that you don't forget that the grill could still be hot.The heater sucks air in from the bottom where the fan is.Honestly, this thing has better construction and features than most space heaters I've owned.Cannot yet speak to reliability but based on the good circuit design it should last quite a long time."", 'We have an L shaped bath room and the  baseboard heater is on the long side. On cold days the far corner of the short side gets cold.  This gadget is perfect, set temperature and  shave in comfort. easy to use, takes no space. I saved about  $1200 by not adding another baseboard floor heater when  a $12 heater is perfect.  Kudos to the designer for a great product !!Ol George', 'I wanted this for a very small seedling starter greenhouse but will be unable to use it as it shuts off after 12 hours.  Also when you turn it back on it starts at 90 degrees.  You have to reset the temp and timer every time you turn it back on.  I also bought one for my daughter to use in her tack room for two barn cats but she is also disappointed because of the 12 hour turn off feature.  Only useful if you are there to turn it back on and reset every 12 hours.', 'While this thinks key feature is size, It works well.  Unfortunately the the other plug in a two receptacle outlet cannot be used while this is plugged in.  It blocks the free receptacle partially enough to render it non-usable. It does produce some small fast heat to a rathed general localized area. Is it worth $20.00?  Yes if you will use often, no if you dont require the convenience of it.  Cheaper and more effective heaters are available, its really based on the buyers preference and intended use.  Works great for heating up bathroom when done with showering.  I would reccomend this if you find yourself seeing it  be applicable in a scenario.  ', 'This is a great heater for a small area.I plan on using it for a walk in closet that seems to not get heated very well.I can turn this little guy on for five minutes or so and the problem is solved', 'Better than i expected because the plug works both ways into the outlet, this is good 4 me cause all my outlets are upside down &amp; heater has timer , &amp; low &amp; high..  compact &amp; small, low price i really thinks thats great.  Thx.', 'I love the fact that these heaters have a ground connection.  The third pole helps stabilize the heater in the socket and keeps it from leaning and possibly falling out, like the socket heaters with only two poles.  They are great for a small room like a bathroom. ', ""It is very small but it put out some nice heat for it's size.  I like the thermostat feature so it goes off when it gets to that temperature.  "", 'I’ve given 5 of these as gifts. They are perfect for a bathroom or office or reading area. They are powerful but only heat a small area. Buy using it in the morning by my chair while I read the paper or file paperwork I do not have to turn up my furnace. I can pre heat a bathroom when it’s below zero outside and avoid freezing the second I step out of the shower!Not intended to warm large rooms. ']",,,Handy Heater HEAT-MC12/4,,,,4x6x3 in,,Plastic,,,Electric,Ceramic,Indoor,Fan,12hr.,Black,2018,Low,,"Garage, Wall, Wall,Garage, Compact",,1,"250 Sq. Ft, 250sq ft",350W,,Handy Heater,,"Digital,Touch,Switch, Switch, Push Button, Digital, Touch",,,Radiant,,120V AC 60Hz,0609786668352,,HEAT-MC12/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mini Portable Travel Plug-In Electric Wall Outlet Space Heater Black,20.0, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,,,,,,,,,,Electric,Baseboard Heater,,,,Black,,,,Wall,,,,900 Watts,,Unbranded,,"Push Button, Remote Control",,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Air Heater,EU Plug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110V Mini Air Heating Constant Temperature Insulation PTC Thermistor Heater With,20.39,60-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,,,,,,,,,,,,,,,Unbranded,,,,,,,110V,Does Not Apply,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does Not Apply,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4mm,86mm / 3.4in,90*61*42mm / 3.5*2.4*1.7in,250W; 350W,<0.5m³,12V; 24V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTC Space Heater Electric Portable Ceramic Quick Heating Fan GD9215AD12,23.99, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,GD9215AD12,,,5in,5.9 inch,,Ceramic,,,"Electric, Fan",Portable Heater,"Oscillation, Timer",,,Black,,Standard,,"Desk/Tabletop, Floor",11in,3,,10W - 1500W,,PTC,,Dial,,,Forced Air/Fan,,110 V,Does not apply,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Heater Kenwood electric space air heater 1500W 120V 60Hz EW6708K White , , , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",electric,6708EK,,,,,,Steel,,,"Electric, plug in",space heater metal heater room heater rolling,Timer,HomePlug,,White,,,,"Floor, rolling heatear with wheels",,,,electric,,Kenwood,,"Digital, Push Button",air heater,,electric,,120 V,,,,,,,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Space Heater 600-900W Portable Adjustable Thermostat Overheat Protection TipOver,22.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,5.04,4.25,,,,,Electric,Portable Heater,Twist Switch,,,Black,,11-20 dB,,"Desk/Tabletop, Floor, Window",6.54,3,,600-900 W,,SOKOO,,"Switch, Touch",,,,,120 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Personal Space Heater, 3 Temperature Modes(3W/600W/900W) for Home Office Bedroom",22.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,5.04,4.25,,,,,Electric,,Twist Switch,,,White,,11-20 dB,,"Desk/Tabletop, Floor",6.54,3,,,,Unbranded,,,,,Space Heater,,120 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTC Air Heater Humidifiers Air Conditioners Adjustment Black Conductive,30.21,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,air heater,,,,,,"PTC, Nylon",,,,Fan Heater,,,,Black,,,,,,,,101-200 W,,unbranded,,,,,,,12 V,Does not apply,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 * PTC air heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW OLD STOCK ATOMASTER KEROSENE HEATER REPLACEMENT CHIMNEY UNIT,25.0, , ,,,,,,,,,,,,Kerosene,Portable Heater,,,,,,,,,,,,,,ATOMASTER,,,,,Radiant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"🔥 AXUAN Space Heater, 1500W Electric Fast Heating Ceramic Desk Small Heater 🔥",24.95,Money Back Guarantee, ,,,,,,,,,Ceramic,,,Electric,Portable Heater,,,,White,,,,Desk/Tabletop,,,,,,Axuan,,,,,,,120 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1Pc 70W 12V PTC Car Fan Air Heater Constant Temperature Heating Heaters Supplie,,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,China,No,,,,,,,,PTC Heater,,,,Black,,,,,,,,70W,,Unbranded,,,,,,,12 V,Does Not Apply,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approx. 87mm / 3.4inch,Approx. 4mm / 0.2inch,,,70W,12V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelonis PH-19J 1500W Leaning Ceramic Tower Heater - White,24.0, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,PH-19J,,,,,,Ceramic,,,Electric,Tower Heater,,,,White,,,,"Floor, Desk/Tabletop",,,,,,Pelonis,,,,,,,,0750545105875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portable Car Heater 12V/120W Creative Spherical Auto Heater Fan Winter ug,24.21,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",See description,See description,,,See description,See description,,See description,See description,See description,See description,See description,See description,,,See description,,See description,,See description,See description,See description,See description,See description,See description,Unbranded,,See description,See description,,See description,,See description,Does not apply,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,See description,See description,Car Heater Kit,Auto Parts & Accessories,Defogger Heater Fan,Portable Car Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honeywell 1500W Surround Indoor Heater - Black- New Open Box,23.95, ,"['We love it it puts heat in every direction and that is cool ( warm lol) !', 'Great heater.  I have used this heater for years.', 'this thing is super nice all you need in one room', 'Small but powerful and efficient, I been having several heaters, small and big this is so far the best!', '""It was just what i was looking for.""', ""I love this heater, I've had mine for a few years and it works great to heat my large bedroom. Very rarely have I had to turn it on high,the low setting is usually more than enough."", 'Got it to heat a small bathroom. Barely takes the chill out of the air. Not recommended.', 'Great heater.  Works very well!!!', 'It is plastic smelly when working, not sure if it is poisonous.', 'works great under my work desk']","Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0092926593605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0092926593605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vintage GE General Electric Portable Coil Fan Heater Model F41H4 (Sold As Parts),20.0, , ,,Coil,F41H4,United States,No,,,,,,,Electric,Radiant Heater,Portable,,,,,,,,,,,,,GE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Space Heater 3W-900W Small Adjustable Thermostat Overheat Protection Tip-Over ,22.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,5.04,4.25,,,,,"Electric, Fan",,,,,Black,,11-20 dB,,"Desk/Tabletop, Floor, Wall",6.54,3,,0-900W,,SOKOO,,"Switch, Touch",,,,95-100%,120 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100W 12V Car Air Heater Fan Constant Temperature PTC Electric Heating Element,21.79,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,,,,,,,,,,,,,,,Unbranded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr Heater F210359 Big Maxx Gas/Propane Tube Heating/Cooling AC Unit Thermostat,23.99, ,"[' I am able to keep my garage at a lower temperature , but still above freezing. With this thermostat i can maintain a 40 degree temp. ,this allows me to save considerably on my propane.', 'Direct replacement easy install and works great in my garage', 'Not to accrete on setting but works good.', 'Easy, quick installation, reasonable price', 'Best and very simple to use garage heater thermostat ', 'does not hold consistent temp.', 'Very cheaply made. works if you fiddle with it']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,F210359,,,1,3.25in.,ADT Pulse,"Aluminum, Plastic",,,"Electric, Gas, Propane, Natural Gas",Home & Garden,"Automatic Changeover, Wall-Mounted, Thermostat, Cooling, Heating, Wall Mountable, Thermostat,Wall Mountable, Programmable","Infrared, Bluetooth/Bluetooth Low Energy (BLE)",Square,White,2018,Temperature,9,"Garage, Wall",,1,,,,Mr. Heater,,"Mechanical, Analog/Mechanical",,,Radiant,,24 V,0089301103597,,F210359,,,,2-Wire,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honeywell Heater 360 Surround Heat HONEYWELL HHF360WWMV1 Adjustable Thermostat, , , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Honeywell 360° Surround Heat HHF360,,,,,,,,,,Tower Heater,Thermostat,,,,,,,,,,,,,Honeywell,,,,,,,,0092926393601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contemporary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Heater F271239 Universal Gas Grill Fireplace Appliance Heater Hook-Up Kit,21.98, ,"[""This Mr Heater kit comes with everything you need to get your gas heat stove hooked up.I like the 22 in line provided it gives extra room for line hook up.You also have 3 different fittings provided for an application that will fit an if you don't need all parts provided you have spare parts that can be used layer on.It's a good buy an I recommend it to others.Thanks "", 'Everything I needed to hook up my gas water heater was included in the kit.', 'used it right away and the bolts worked well. The flex hose was just what i needed.', 'WHAT I LIKE IS THE COMBINATION OF THE FITTINGS. IT MAKE IT EASER TO PLUMB YOUR CONNECTION GAS LINE.', 'I would give it 5 stars but it took about two weeks to arrive. Plan for it to be awhile if you order it.', 'Everything you want to know about hooking up a propane heater is in this package! You are correct, sir! Yes!', 'great price', 'Everything is already once the appliance is set in place and ready for installation', 'Great deal and you get all the stuff to hook up your heater without having to run out for anything.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,F271239,,,,5.50,Universal,Brass,,,Gas,Gas Appliance Hook-Up Kit,,,,Silver,,,,,1.00000,,,,,Mr. Heater,,,,,,,,089301712393,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,F271239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MR. HEATER,,Y,California residents see Prop 65 WARNINGS: This pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100W 12V PTC Car Fan Air Heater Constant Temperature Heating Heaters Element US,22.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,China,No,,,,As Description,,,As Description,PTC Heater,,,,Black,,,,,,,,100W,,Unbranded,,,,,As Description,,12 V,Does Not Apply,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does Not Apply,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70W 12V Car Air Heater Fan Constant Temperature Heating Element PTC Heater,,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,China,,,,,Polyamide,,,,PTC Heater,,,,Black,,,,,,1,,70W,,Unbranded,,,,,,,12V,Does Not Apply,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approx. 3.4 in,Approx.  0.2 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12V 70W Ceramic PTC Car Fan Air Heater Constant Temperature Heating Element,20.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Sheet,universal,China,No,2.05in,3.54 in,,Ceramic,,,Fan,PTC Heater,Automatic,,,Black,2021,,,"heater, humidifier",2.36 in,1,,70 W,,Unbranded,,Automatic,PTC,,Forced Air/Fan,,12 V,Does Not Apply,,,,,,15cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW BLUE BLOWER PROFESSIONAL HEATER ACCESSORY ATTACHMENT FITS BB3000N BB3000i,24.99,28 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,HEATER ACCESSORY,,,,,,,,,,,,,,BLUE BLOWER,,,,,,,,706073342503,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
