Title,Price,Sold,Reviews,Condition,Brand,Power Source,Type,Heating System,Mounting Location,Colour,Material,Number of Heat Settings,Control Style,Model,Voltage,Features,Energy Efficiency Rating,Power,Heating Element Format,Heating Element Material,Annual Fuel Utilization Efficiency (AFUE),Operating Sound Rating,BTU Heating Rating,Area Covered,Item Width,MPN,Energy Efficiency Ratio (EER),Item Depth,Item Length,Tank Capacity,EC Range,Item Height,Item Dimensions,Colormap,Product Type,EAN,UPC,Color,Air Direction,Energy Star,Manufacturer Part Number,Manufacturer,Item Weight,Prop65_fl,Prop65Warning,Country/Region of Manufacture,Custom Bundle,Modified Item,Manufacturer Warranty,Timer Control,Smart Home Protocol,Year Manufactured,Cable Length,ISBN,Size,Smart Home Compatibility,Refrigerant,Current Rating,Tonnage,Accessories,Form Factor,Indoor or Outdoor,Wattage,Regency Use,Tip-Over Safety Switch,Shipping,Width,Room Coverage Area,Recommended Environment,Heater Style,Heating Technology,Heating Wattage,Height,Manufacturer Color,Part Type,Package Contents,Normal temperature resistance,Country of Origin,Mounting & Moving,Heating Capacity,Heater Type,Unit Quantity,Unit Type,Power Type,Assembled Product Weight,Assembled Product Dimensions (L x W x H),Recommended Location,Package,Model Number,Piece Count,Style,Battery Included,Length,Room Size,Indoor/Outdoor,Product Depth (in),Portable Heater Features,Wattage (watts),Color Family,Area Heated (Sq Ft),Heater Controls,Product Width (in),Amperage (amps),Certifications and Listings,Portable Heater Safety Features,Product Height (in),Cord Length (in),Voltage (volts),Power/Fuel Type,Product Weight (lb),Heat Methods,Depth,Heating Product Type,Baseboard Heating Type,Heat rating (BTU/hour),Hydronic,Product Length (in),Heating Technology Type,Vented,Thermostat,Pack Size,globalTradeItemNumber (GTIN),Time Control,Room,Contents of the package,Rated power,Direction adjustment,Power cord length,Compatible Brand,Product Dimensions,Heating Method,Item Dimensions LxWxH,Compressor Type,Item model number,Warranty Description,Assembly Required,Batteries Required?,Number of Pieces,Included Components,Main material,Power input,Annual Fuel Utilization Efficiency,Energy Efficiency Ratio,Key Word 2,Key Word 3,Key Word 4,Fuel Type,Item,Mount Location,Number of Elements,Origin,Certification,Energy Rating,Battery Size,Number of Batteries,Battery Capacity,Battery Life,Motor Type,PackQty,Number of Cool Speeds,Country of Manufacture,Product,Compatible Model,Dosage,Book Tittle,Department,Format,Language,Connectivity,Author,Suitable for Safe Rooms,Programmable Timer,Clearance,Application,Certifications,Warranty,Bundle Description,Weight,Finish,Power (W),Heat Output,Gift,Model No.,ASIN,Binding,Studio,ReleaseDate,Publisher,ProductTypeName,ProductGroup,NumberOfItems,MaterialType,Label,PackageQuantity,Use,Cooling System,Product Name,Thickness,Hand Warming Temperature,Ignition Type,Run time (hours),Fuel rate (gallons/hour),Fuel Tank Capacity (gallons),Use:,Feature2:,Feature7:,Application:,Feature5:,Feature:,Function 2:,Area Heated:,Button Battery:,Feature3:,Number of Speed Settings:,Feature4:,Feature 6:,Function 1:,Feature8:,Maximum Power,Pattern,Material Care Instructions
Lasko Oscillating Tower Space Heater Digital Display Remote Control Electric,68.39,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lasko,Electric,Tower Heater,Forced Air,Floor,,Ceramic,2,"Digital, Remote Control",CT22840,120 V,Oscillation,,1450 W,Ceramic,Acrylonitrile Butadiene Styrene (ABS),N/A,Standard,N/A,300 sq ft,7.11 in,CT22840,N/A,8.25 in,N/A,N/A,A+++ - D,,,,,0046013458384,0046013458384,Black,,Compliant,,,,,,,No,,3 Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5307 Oscillating Ceramic Tower Heater - Quantity 1,65.54, ,"['I live in Oakland, California in the USA. The usual temperature here during winter nights goes between 35 to 40 something degrees Fahrenheit. I use it to warm up a small room (10 feet x 10 feet x 8 feet, without insulation). I usually turn it on with maximum temperature and speed for around 20 minutes. The room would be heat up to reasonably warm. Usually, I could turn the heater off for about half an hour before I need to turn it on again.', 'Great small room space heater.  Simple controls.  Quiet but not so quiet you forget and leave it on.  Only wish I knew heating watts on the low heat setting.  Have not put the thermostat into use yet...maybe try to use it/get the heater cycling at some warm bathroom temperature in the winter.', ""This unit is closely-related to the one (same brand &amp; features) I've been using these past 5+ years.  A reliable workhorse, with a bonus: It turns into a no-heat fan in the summer!!  Fits compactly under my desk."", 'This little heater has amazing power. It is small . I use it on a medium setting and it heats a very large area. No need to turn it all the way up. I’m very happy with this heater.', ""I've had many space heaters over the years, but this one is a gem: a high-quality product that works well and quickly. It's the quietest heater I've ever had. The oscillating heating tower guarantees the whole room gets warm. The tower design is sleek, and the whole unit takes up little space. This machine has heft and seems well made. Though it's about 3-times taller than it is wide, most of the weight is in the base, which makes it feel solid and not prone to tipping over easily. I'm so in love with this baby that I'm buying a second -- FOR MY 3-ROOM APARTMENT!! lolI wholeheartedly recommend this product."", ""Received this tower fan and it's very sturdy, has several settings: air, low heat and higher heat. Large enough to heat a medium sized room; only complaint is it smells a bit antiseptic."", 'I have not actually used my LASKO 5370 Ceramic/ Oscillating Heater yet. I purchased the LASKO Name. Have always had longevity with their products. I highly recommend.', ""Very appropriate for heating a small space - generates desired heat; good price and good design...would have been rated a '5 star' if it has an auto shut off when desired room temp is reached."", 'This product works well, is easy to move around to different locations, and keeps me cozy when I am chilled.  I would recommend it to others!  ', ""Almost bought the more expensive model because it came with a remote. Imagine my surprise when I opened the box and found one in here! Remote doesn't come with batteries though, so have AAAs handy.<br&gt;It's relatively quiet, heats up the room quickly, and the thermostat works pretty well. It was so good that I ordered a second one for the living room area. Looks exactly as pictured.</br<span>""]","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lasko,"Fan, Electric","Electric Portable Heater, Tower Heater, Air Heater",Convection,"Portable, Wall",,"Ceramic,Plastic, Ceramic, Plastic, Plastic Housing",3,"Dial, Dial,Digital,Switch,Touch, Touch,Digital,Dial, Switch, Digital, Touch",Lasko 5307,120 V,"Handle, Timer, Indoor, Cool-Touch Exterior, Portable, Carrying Handle,Cool-Touch Exterior,Oscillating,Thermostat, Carrying Handle,Cool-Touch Exterior,Oscillating, Carrying Handle, Oscillating, Tip-Over Safety Switch,Oscillation,Thermostat,Timer,Handle,Nonslip BASE, Tip-Over Safety Switch, Tip-Over Safety Switch,Oscillation,Thermostat,Handle,Timer,Nonslip BASE, Thermostat,Carrying Handle,Cool-Touch Exterior,Oscillating, Oscillation, Cool-Touch Exterior,Oscillating,Thermostat, Heater, Carrying Handle,Cool-Touch Exterior,Thermostat,Oscillating, Oscillating Thermostat Handle Overheat Protection Cool Touch Housing",,1500,,,,Low,,250 to 499 sq ft,"5.95""",5307,,,n/a,,,,,,,0046013766052,0046013766052,"Gray, Gray,Black, Black",,,,,,,,China,,,,15 Minutes,Ceramic,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko Designer Series Oscillating Ceramic Heater  6410,70.0, ,"[""This is the 3rd purchase of the same heater.  1st for one of my sons, 2nd for my boss and 3rd to replace a noisy old heater at my desk.  Not only does it produce heat well but it is also is aesthetically pleasing in an office setting.  Those points combined with many levels of heat to chose from and a remote control feature to boot...perfection!!  Three purchases and each for less than $60...it's a winner!!"", ""The reason I wanted this heater was I needed supplemental heat to my daughters room which is the furthest from the central heating system and surrounded by three ouside walls. Have been using a small oscillating ceramic heater for a couple years, but not thermostat controlled. Love the Lasko, cause it heats room evenly and quickly! Love that it does shut down when it get's up to the right temp. I would reccomend this heater to anyone. You can not however use thermostat control on LO setting. Only on High. Also like the overall appearance of it. Nice product!"", 'It would be great if it would operate in Automatic via the Thermostat on Low. It will not though as it will default to Max and if you set a temperature it reverts back to High mode which blows my Breaker! A nice design with a great oscillation feature. If you can run it on High which draws 12-14 Amps then it will work well for you! Why they disable temperature controlled operation in Low mode is baffling to me! ', 'This heater is a pretty good source of additional warmth where you need it. You may get tired of people asking you what it is though... It will not heat an entire home, but in my 22x28 living room, it does a pretty good job warming things up. Quiet and pretty. The remote works great, (even though it is almost as weird of a shape as the heater).', ""The heater is very dependable , I've had one for 1 year now. I have purchased two additional for other rooms. These units do the job of heating rooms well. They're very fashionable convenient."", 'first off gotta say this heater warms a medium size room very fast..and very wellalso easy to operate. only problem is the heater is very noise. looked over the reviewspeople said very quit very little sound NOT true loud fan and when oscillating is onmakes a verroom verroom sound [ best way to describe it]  gonna need to get out theear plugs gave it four stars for its heating', ""This little heater is great for taking the chill out of the air. My cottage is under 1000 ft, and the kitchen and living room are open to each other and I typically keep the temp at 66-68 24x7. Because of that vast space I originally had my doubts but now that I have used it for a week, it does a great job. It definately raises the temp a few degress which makes a big difference for me. (Don't rely on this heater being your main source of heat but rather as a supplement)."", ""expertbenefitsI haven't had it too long but it fits my purpose. I have central hearing but being an older place that I just got and having colder weather than usual, it just wasn't enough.  I have used it mostly for showers inn one bathroom and have an e-heater in the other one so I am all set. I like that this is portable so that I can move it around. It has a good range of settings, changes quickly. I actually read about it in Consumer Reports and looked on eBay so I got it.  The stand keeps it stable. It kind of cute too!"", 'I like the design of the heater very much and it certainly has enough output to heat what I intended it for.  I also like the features that it offers.  The only thing that I wish it did and it does not do is turn back on when the thermostat goes below what it is set at as well as turn off when it reaches the temperature.  All in all though, it is a good value and I have been pleased with it.', ""Granted it's not more than 1000 square feet, but this pretty little heater sits in the center of my house and keeps the whole house comfortable.  It has a thermostat,  (only 5 degree increments) but still will save me money by shutting off when the room is warm enough.  It has a convenient remote control.  First time I used it I smelled some electrical burning sent.  It only lasted a little while.  Seems fine now.""]","Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",Lasko,Electric,Portable Heater,Convection,Desk/Tabletop,,Ceramic,2,"Dial, Digital, Push Button",6410,120 V,Timer,,1001-1500 W,Coil,Brass,Less Than 80%,Standard,Less Than 2000 BTU,100 sq ft or Less,8.25in.,6435,3 or Less,16 in,11 in,1 gal or Less (5 L),A+++ - D,,,,,,,Beige,1-Way,Compliant,,,,,,,No,,3 Years,7 hrs,"Bluetooth, Bluetooth/Bluetooth Low Energy (BLE)",2019,300,,,"ADT Pulse, Amazon Alexa",HC-12a,10.1-15 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MR HEATER MH500LPT Mr Heater 500K BTU Hand-Held Torch,65.12,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",MR HEATER,,,,,,,,,MH500LPT,,,,,,,,,,,,MH500LPT,,,,,,,,,,,089301726024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lasko Ceramic Heater 22"" Black 2-Heat Tower W/ Digital Display + Remote Control",65.04,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lasko,,,,,,,2 Heat,,CT22840,,,,,,,,,,,,CT22840,,,,,,,,,,0046013458384,0046013458384,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
METRO Replacement Heater For Kotatsu U-Shaped Quartz Tube Heater MSU-501H (K),68.45,Free shipping and returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Metro,Electric,Unit Heater,Panel,Desk/Tabletop,,Steel,Variable,Switch,MSU-501H (K),100 V,,,501-600 W,,,Less Than 80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(2) KEROSUN/TOYOTOMI FUEL TANK CANISTERS - Radiant 36,40,101 # 004034,20450022",69.99,5 watchers, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ","KEROSUN,TOYOTOMI,TOYOSET","K-1 KEROSENE, Kerosene",Portable Heater,,,,,,,"Radiant 36, 40,101",,Portable,,,,,,,,,,"004034, 20450022",,,,,,,,,Fuel Canister Tank,,Does not apply,,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Markel 198TS Electric Portable Space Heater FAN-GLO Made in USA 1500 Watts,65.0,30-day returns, ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",Markel,Electric,Portable Heater,Radiant,"Desk/Tabletop, Floor",,"Aluminum, Ceramic, Steel",3,Rotary Knob,198TS,120 V,Auto Shut-off,,1001-1500 W,Coil,Stainless Steel,unknown,11-20 dB,unknown,100 sq ft or Less,"12""",198TS,3 or Less,11 in,"12""",n/a,A+++ - G,,,,,,,Brown,,1 Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko Low Profile 1500-Watt Silent Room Space Heater Digital Display Black,70.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",Lasko,Plug In,Portable Heater,Convection,Floor,,,,Digital,Lasko 5624,120 V,Timer,,1001-1500 W,,,,,,251-300 sq ft,,5624,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bajaj Majesty RFX2 2000 Watts Fan Forced Circulation Room Heater (Black),68.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",BAJAJ,Fan,Unit Heater,Forced Air/Fan,NA,,NA,2,Switch,RFX2,220 V,Auto Shut-off,,NA,NA,NA,NA,NA,NA,NA,NA,DOES NOT APPLY,NA,NA,NA,NA,,,,,,,Does not apply,Black,,A+++,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vintage Arvin Electric Heater 30H33-3 ,65.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",Arvin,Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Honeywell 1,500 Watt Portable Electric Tower Heater HZ435TD1",70.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",Honeywell,Electric,Tower Heater,,,,,,,Honeywell HZ-435,,,,,,,,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oil Filled Radiator Heater Electric – 700W Portable Space Heater with ,69.59, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Does Not Apply,,,,,,,,,,,,,,,,,,,,,Does Not Apply,,,,,,,,,,Does Not Apply,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Space Heaters for Indoor Use 250 Ft² Ceramic Portable Heater with Thermostat 150,69.34, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Does not apply,Corded Electric,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0726084374935,726084374935,Black,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Convection,7 x 7 x 18 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vornado TAVH10 Electric Space Heater with Adjustable Thermostat Auto Climate,69.99, , ,,Vornado,Electric,Does not apply,,,,Does not apply,,,Vornado TAVH10,,,,,,,,,,,Does not apply,TAVH10,,,Does not apply,,,Does not apply,,,,,Does Not Apply,Blue,,,,,,,,,,,,,,,,,Whole Room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honeywell Energy Smart Electric Radiator Heater Black,70.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",Honeywell,Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,092926007898,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vornado ATH1 Whole Room Tower Heater with Automatic Climate Control, Black",69.99,30-day returns,"['Just received. Looks new. Works perfect. No visible wear. Better than I was expecting', 'Good heater, just a bit finicky with the temp settings.', 'Works nice, better than the tower heaters from wally world for sure.', 'Great Little 120V heater that works great &amp; does not dominate the room by taking up a lot of room.  Thanks.. pc', 'Good product very effective for its size']","Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",Vornado,Electric,Tower Heater,,,,,2,"Switch, Touch",,120 V,Oscillation,,,,,,,,,,EH1-0067-06,,,,,,,,,,0043765006795,043765006795,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPACE_HEATER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fahrenheat 5120 BTU Heating Element for Fahrenheat FSSWH1502 120V Wall Heater,65.0, , ,,Fahrenheat,"Electric, Fan",Painted Element,,Wall,,,,,Fahrenheat FSSWH1502,120 V,Portable,,1500 W,,,,,,,,Does Not Apply,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VULCAN TB703B Swaged Cartridge Heater,77W/sq. In.",69.56, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Tempco,,Cartridge Heaters,,,,Steel,1,,TB703B,120 V,,,,Strip,,,,,,,CSH00179,,,,,,,,,,0094704935485,0094704935485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TEMPCO MBH20541 Band Heater,4-1/2 In. Dia.,Same Side",69.83, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",TEMPCO,,Band Heaters,,,,,,,MBH20541,240,,,,,,,,,,,MBH20541,,,,,,,,,,,094705140635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEAT STORM HS-1000-WX Deluxe Wall Indoor Infrared Space Saving Heater,, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",Heat Storm,Electric,Portable Heater,Infrared,Wall,,,2,"Switch, Remote Control, Digital, Touch",HS-1000-WXG,120 V,"Auto Shut-off, Wall Hanging",,500-1000 W,,,,40-544 dB,3400 BTU,350 sq ft,4in.,HS-1000-WXG,,,13in.,,,,,,,,0854271005666,Gray,1-Way,,,,,,,,,,,,Infrared,2000,300,,,,,5.1-10 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
