Title,Price,Sold,Reviews,Condition,Model,Colour,Material,Power Source,Type,Features,MPN,Mounting Location,Number of Heat Settings,Power,Brand,Control Style,Heating Technology,Power (W),Heating System,Voltage,UPC,Heating Element Format,Country/Region of Manufacture,Custom Bundle,Item Depth,Item Width,Energy Efficiency Rating,Tank Capacity,Cable Length,Energy Efficiency Ratio (EER),Operating Sound Rating,Item Length,BTU Heating Rating,Manufacturer Warranty,Heating Element Material,EC Range,Annual Fuel Utilization Efficiency (AFUE),EAN,Area Covered,Color,Location,ISBN,Energy Star,Manufacturer,Manufacturer Part Number,Package Contents,Year Manufactured,Air Direction,Room,Smart Home Protocol,Level of noise,Supply supply,Depth,Area,Finish,Levels of power,Power maximum,Source of supply,Background,Capacity cooling,No. programs,Height,Timer Control,Style,Heater Style,Unit Quantity,Design,Actual Color,Power Type,Recommended Location,Non-Domestic Product,Smart Home Compatibility,Dimensions,OE/OEM Part Number,Universal Fitment,Performance Part,Placement on Vehicle,Weight,Size,Power supply,Product Name,Temperature,Application,Cover material,Lead wire,Perfermance 1,Perfermance 2,Number of Cool Speeds,Current Rating,Compressor Type,Use,Certification,Electric Heater Type,Heating Element,Installation,Origin,Heating Wire Material,Time Setting,Applicable Area,PLUG,ProductType,Prop65_fl,Item Height,Item Weight,Prop65Warning,Heating Wattage,Manufacturer Color,GTIN,The size of a single outer box,Uses,Country of Origin,Country Of Origin,Ceramic L Block 2 Wire,Unit Type,Refrigerant,Product Type,Product size,Operation Method,Bundle Listing,Technology,Wind Type,Usage,Controlling Mode,Fan Speed,Rotation Way,Air Supply Mode,Tonnage,MYNICODE,Recommended Environment,Temperature Tolerance,Wire Length,Applications 2,Applications 3,Function 1,Function 2,Connectivity,Shipping Weight,Dimension(L*W*H),Insulation,Item model number,Part Number,Batteries Required?,Item Package Quantity,Product Dimensions,Warranty Description,Batteries Included?,Number Of Pieces,Is Discontinued By Manufacturer,Included Components,Region Code,Modified Item,Assembled Product Weight,manufacturer_part_number,Assembled Product Dimensions (L x W x H),Cosmetic Condition,Package Condition,Functionality Check I,Functionality Check II,Product Size,Plug Type,Programmable Timer,Air Volume,Idle Speed of Fan,Frequency,Heater Type,Advantage,Range,Normal temperature resistance,Shipping,Tracking,Handling time,Customer Service,Wattage,Model Number,Number Of Speed Settings,Area Heated,Voltage (v),Function,Item Name,Heater,Plugs,Control,Suitable For,Winter Hand Warmer,Air Blower,Heater For Home,Winter Warm Items,Wall Heater,Heater Electrics,Mini Warmer,Fan Heater,Home Heater,Warm Air Mcahine,Christmas Gift,Ceramic Heating Element,TAX or VAT,Corrugation Length,Heating material,Mounting & Moving,Country of Manufacture
PTC Heater Element Thermostatic PTC Heating Element For Yogurt Machine 2pcs ,,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Heating Element,,,,Electric Water Heater Parts,,,,,,Unbranded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6*30 mm, 30x30x6mm",,PTC Heating Element,150/70/270C,Used in dehumidifier/Incubator/dryer/ heater etc,Aluminium,About 15cm,Constant temperature heater element,High efficiency/safe and reliable heating plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DESA REDDY KEROSENE HEATER M50671-02 SAFETY CONTROL OLD STYLE Portable Heater,30,6 watchers, ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,,,,safety control,,M50671-02 M50671-03,,,,Desa,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900W Portable Small Electric Space Heater for Home Office Fast Heating ,26.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,"Electric, Fan",Portable Heater,Auto shut off if tipped over,,"Desk/Tabletop, Floor",,900 Watt,Unbranded,Dial,,,,110 V,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vornado Velocity 3 Adjustable Thermostat 1500W Space Heater - Black, ,5 watchers, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Vornado Velocity 3,,,Electric,Portable Heater,,EH1-0159-06,,3,1001-1500 W,Vornado,Dial,,,Forced Air/Fan,,43765014516,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Heater MH9BX 9000 BTU Propane Portable Buddy Heater, ,12 watchers, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Mr. Heater Buddy MH9BX,,,Propane,Portable Heater,,,,,,Mr. Heater,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 1500 Watt Fan-Forced Milkhouse Metal Utility Heater Black (Used),25, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VTG Forced Air Heater Personal Fan 1500/700 Watt Compact Portable Lakewood #707,, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",707,,Steel,Electric,Portable Heater,,,,Variable,Dual Settings 1500/750 Watts,Lakewood,Rotary Knob,,,Forced Air/Fan,120 V,,Coil,,,,,,,,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Toyostove laser 73 heater control panel, indicator lamp circuit 20478376 (used)",40, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",laser 73,,,,Panel,,,,,,toyostove,,,,Panel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primus Explorer Vintage Mini Heater 2228 Sweden,49.95, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,,,,,,,,,,Primus,,,,,,,,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Space heater portable heat 120 v wall plug enjoy quiet hot room shop comfort IR,27.75,30-day returns, ,,,,,Electric,Portable Heater,,,Wall,2,1001-1500 W,Unbranded,,,,Forced Air/Fan,120 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeLonghi Safe Heat Ceramic Heater,25, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",DeLonghi DCH2590ER,,Ceramic,,,Oscillation,2590,,,,De'Longhi,Remote Control,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onix portable oscillating ceramic heater, , , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Ceramic,,Portable Heater,Oscillation,,,,,Onix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Genuine EdenPURE Heater Remote US004 for GEN4, USA1000 & Others with New Battery",30, , ,,GEN4,,,Battery,Infrared,Portable,US004,,,,EdenPURE,"Push Button, Remote Control",,,,,Does not apply,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vornado Whole Room Heater and Fan, , , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,,,Fan,Portable Heater,,,"Desk/Tabletop, Floor",,,Vornado,,,,,,,,,,,,,,,,,,,,,,,,,Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin MS3 Camping Portable Propane Camp Heater w/Adjustable Heat Control,29.95, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,,,Propane,Portable Heater,,M3S-U-B,,,,Martin,,,,Furnace,,7.78047E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retro Toastmaster #9B1 Electric Automatic Heater Instant Heat Portable USA,29.99,9 watchers, ,,9B1,,,Electric,Portable Heater,,Does Not Apply,,,,Toastmaster,Dial,,,,,Does not apply,,,,,,,,,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pelonis HO-0279 1,500-W Oil-Filled Radiant Electric Space Heater with Thermostat",25, , ,,,,,"Electric, Oil",Portable Oil Filled Radiator,Auto Shut-off,,Floor,,,Pelonis,Dial,,,Radiant,120 V,Does not apply,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TEMPCO CRT10102 Tubular Sckt-Mnt Heater,100W,1-3/8"" L",29.84,26 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",CRT10102,,Ceramic,,Infrared Heater Elements,,CRT10104,,,,Tempco,,,,,120 V,,,,,,,,,,,,,,,,,,,,Gray,,,,,,,,,,Infrared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Screw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TEMPCO CRT10102 Tubular Sckt-Mnt Heater,100W,1-3/8"" L",29.84,26 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",CRT10102,,Ceramic,,Infrared Heater Elements,,CRT10104,,,,Tempco,,,,,120 V,,,,,,,,,,,,,,,,,,,,Gray,,,,,,,,,,Infrared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Screw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900W Mini Electric Fan Heater Portable Winter Warmer Fan Air Heater Home Furnace,25.29,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,Portable,Does not apply,,,900w,Unbranded,,,,,220-240V 50-60Hz,Does not apply,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5*10.5*5.5cm,,,15-32℃,,,,,,,,,,,,,,,Ceramic,12-hour timer,21-30 Square Meter,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ouellet OFM0300AM Electric Baseboard Heater 240 VAC 300 W Floor Mount,26.95,Last item available, ,,Ouellet OFM0300AM,,,Electric,Baseboard Heater,,OFM0300AM,Floor,,201-300 W,Ouellet,,,,,240 V,Does not apply,,,,,,,,,,,,,,,,,,,Almond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900W Portable Small Electric Space Heater for Home Office Fast Heating ,26.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,"Electric, Fan",Portable Heater,Auto shut off if tipped over,,"Desk/Tabletop, Floor",,900 Watt,Unbranded,Dial,,,,110 V,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Lasko 1500-Watt Portable Desktop Oscillating Electric Ceramic Space Heater,29.95,142 sold, ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",CT14107,,Ceramic,Electric,Portable Heater,Oscillation,,,2,,Lasko,,,,Convection,,does not apply,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROFUSION HEAT CERAMIC ENERGY EFFICIENT 400WATT HEATER OVERHEAT  NEW,, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,Electric,Portable Heater,,,"Desk/Tabletop, Floor",,400 WATT,ProFusion Heat,,,,Forced Air/Fan,,6.74465E+11,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blaux Blast Auxiliary PTC Ceramic Electric Portable Space Heater 450W NIB NEW,30, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",30785-AMZ PO210436,,"Aluminum, Ceramic",Electric,Portable Heater,"PTC Ceramic, Quick Heating, Quiet Operation, Safety Switch",,"Baseboard, Desk/Tabletop, Floor",1,401-500 W,BLAUX,"Analog/Mechanical, Push Button, Switch, Touch",,,Forced Air/Fan,120 V,4.89524E+12,,China,No,,,,,,,,,,,,,,,,White,,,,,,,2020,1-Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200W Portable Mini Heater Electric Air Warmer Heating Winter Keep Warm Desk Fan,,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Plastic,Electric,Portable Heater,,Does not apply,Desk/Tabletop,,200w,Unbranded,,,,,,,,China,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500W Silicone Heater Mat Pad For Printer Heated Bed Heating Home Improvement,,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,Heating Pad,,Does Not Apply,,,,Unbranded,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Two Vintage Radiant Brick Ceramic Heater Grate Insert Brick 8"" tall",30, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,,Ceramic,Gas,Ceramic Grate Insert,,,Floor,Variable,,Unbranded,,,,Radiant,Not Electric,,,,,,,,,,,,"8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelonis Space Heater with Thermostat 1500-Watt Electric Personal Ceramic Black,27.47,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",CH1001,,,,,,CH1001,,3 Heat,,Pelonis,,,,,,8.1005E+11,,,,,,,,,,,,,,,,,8.1005E+11,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAKCO Heat Stream Cooking Griddle Mr Heater BIG BUDDY Propane Heater WARMING PAN,26.99,94 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,Propane,,,HSGriddle,,,,Lakco,,,,,,82828180164,,,,,,,,,,,,,,,,,,,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Handy Heater Heat Boss Turbo 800 Watt Space-Saving Wall Outlet Heater,, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,Wall,,,Ontel,,,,,,7.35541E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thermostatic PTC Fan Electric Heater Small Space Heating Incubator Heater 100W ,, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Electric Heater,,,"Electric, Fan",Electric Heater Parts,,Electric Heater,,,,Unbranded,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 LASKO Tower 22 in. Electric Ceramic Oscillating Space Heater with Remote,29.99, , ,,CT22840,,Ceramic,Electric,Tower Heater,"Oscillation, Timer, Thermostat",,Floor,2,,Lasko,"Push Button, Remote Control",,,Forced Air/Fan,120 V,46013458384,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thermostatic Electric Heater PTC Fan Heater Heating Element Egg Incubator Heater,, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Heating Element,,,"Electric, Fan",Electric Heater Parts,,Heating Element,,,,Unbranded,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
